43.59555, (0.068702, 0.086436, 3.625876), (-0.147623, 0.107638, -0.051797, 0.981804)
43.6096, (0.110276, 0.085288, 3.634076), (-0.145574, 0.110136, -0.052393, 0.981801)
43.62364, (0.152427, 0.082635, 3.644506), (-0.144183, 0.111679, -0.053100, 0.981794)
43.63741, (0.190268, 0.083586, 3.654844), (-0.142343, 0.112332, -0.054427, 0.981915)
43.65124, (0.228072, 0.082473, 3.666866), (-0.141649, 0.112664, -0.055208, 0.981934)
43.66508, (0.264131, 0.080526, 3.681093), (-0.141188, 0.112126, -0.056129, 0.982010)
43.67929, (0.298992, 0.077713, 3.694823), (-0.140398, 0.112114, -0.057021, 0.982073)
43.69291, (0.333980, 0.072966, 3.710190), (-0.139770, 0.111608, -0.057293, 0.982205)
43.70686, (0.365236, 0.067289, 3.726928), (-0.138583, 0.110901, -0.057393, 0.982447)
43.7208, (0.395941, 0.063164, 3.743152), (-0.137264, 0.109922, -0.058106, 0.982700)
43.73465, (0.424721, 0.059866, 3.760940), (-0.135399, 0.108785, -0.059313, 0.983013)
43.74872, (0.452733, 0.055087, 3.780187), (-0.133335, 0.107383, -0.061079, 0.983341)
43.76276, (0.479862, 0.049016, 3.800182), (-0.130852, 0.105823, -0.063322, 0.983702)
43.77671, (0.507709, 0.042998, 3.820145), (-0.128836, 0.104390, -0.065024, 0.984010)
43.79052, (0.531244, 0.038118, 3.840737), (-0.126514, 0.102765, -0.067295, 0.984330)
43.8046, (0.553853, 0.037256, 3.861504), (-0.123780, 0.101882, -0.068594, 0.984679)
43.81824, (0.574549, 0.034336, 3.882907), (-0.122619, 0.100613, -0.069835, 0.984868)
43.8321, (0.597240, 0.034459, 3.903602), (-0.120910, 0.098877, -0.070665, 0.985196)
43.84592, (0.617619, 0.032747, 3.924871), (-0.119416, 0.097317, -0.071872, 0.985446)
43.85969, (0.635175, 0.031694, 3.945462), (-0.117423, 0.095744, -0.072823, 0.985770)
43.87364, (0.651186, 0.033823, 3.962506), (-0.115264, 0.094462, -0.073886, 0.986069)
43.88727, (0.664856, 0.034460, 3.979347), (-0.114322, 0.093062, -0.075349, 0.986201)
43.90153, (0.679852, 0.033951, 3.994256), (-0.114132, 0.091644, -0.076794, 0.986244)
43.91509, (0.695060, 0.032629, 4.010494), (-0.113545, 0.090308, -0.077886, 0.986350)
43.92885, (0.706271, 0.030137, 4.025948), (-0.112993, 0.089292, -0.077812, 0.986512)
43.94279, (0.716696, 0.028133, 4.039290), (-0.112347, 0.087824, -0.077853, 0.986714)
43.95665, (0.728344, 0.026240, 4.053853), (-0.112143, 0.085908, -0.078368, 0.986865)
43.97057, (0.740641, 0.024035, 4.069773), (-0.112543, 0.083969, -0.079332, 0.986909)
43.98444, (0.752970, 0.020561, 4.087331), (-0.112632, 0.082542, -0.080450, 0.986929)
43.99842, (0.765210, 0.014834, 4.102722), (-0.112836, 0.081098, -0.081286, 0.986957)
44.01225, (0.775592, 0.004936, 4.120670), (-0.112433, 0.079609, -0.081628, 0.987096)
44.02611, (0.786888, -0.001940, 4.138093), (-0.111072, 0.078014, -0.082786, 0.987281)
44.04002, (0.799716, -0.007250, 4.157093), (-0.109225, 0.075965, -0.084596, 0.987493)
44.05419, (0.812916, -0.012084, 4.177188), (-0.108051, 0.074059, -0.086367, 0.987614)
44.06792, (0.827553, -0.019223, 4.199774), (-0.107447, 0.072310, -0.088908, 0.987584)
44.0819, (0.841564, -0.026952, 4.221463), (-0.106615, 0.070716, -0.090848, 0.987613)
44.09559, (0.857457, -0.035851, 4.247064), (-0.104530, 0.069809, -0.093296, 0.987672)
44.10936, (0.873324, -0.041617, 4.270347), (-0.101754, 0.068851, -0.095758, 0.987794)
44.12325, (0.889498, -0.046006, 4.293351), (-0.099102, 0.068249, -0.097762, 0.987909)
44.13708, (0.904335, -0.048609, 4.316340), (-0.096986, 0.067009, -0.099577, 0.988022)
44.15102, (0.916623, -0.050174, 4.338986), (-0.094829, 0.065804, -0.102275, 0.988037)
44.16484, (0.926938, -0.052000, 4.359066), (-0.093044, 0.064529, -0.104893, 0.988016)
44.17867, (0.935170, -0.051986, 4.374125), (-0.091516, 0.063616, -0.107066, 0.987985)
44.1926, (0.946281, -0.052263, 4.389594), (-0.090387, 0.061997, -0.107957, 0.988095)
44.20686, (0.958993, -0.050100, 4.404378), (-0.089796, 0.060303, -0.107645, 0.988288)
44.22051, (0.968604, -0.049421, 4.417853), (-0.090560, 0.059114, -0.107074, 0.988352)
44.23419, (0.979299, -0.048636, 4.428772), (-0.092751, 0.057052, -0.106810, 0.988299)
44.24819, (0.989602, -0.046645, 4.440290), (-0.093878, 0.055124, -0.107048, 0.988276)
44.26198, (1.000784, -0.048120, 4.451818), (-0.095507, 0.053130, -0.107834, 0.988143)
44.27588, (1.012919, -0.050149, 4.461240), (-0.097377, 0.050761, -0.108815, 0.987978)
44.28971, (1.025565, -0.051876, 4.471780), (-0.098296, 0.048680, -0.109795, 0.987883)
44.30363, (1.040877, -0.057548, 4.480206), (-0.098578, 0.046189, -0.111191, 0.987819)
44.31795, (1.056871, -0.064813, 4.487614), (-0.098712, 0.044282, -0.112552, 0.987738)
